time,workers_share,capital,profit_rate
0.0,0.6,1.0,0.06999999999999999
0.1001001001001001,0.6083075866461296,0.9950074991623266,0.06792013474833108
0.2002002002002002,0.6164108865715133,0.9900399233890824,0.06588590914742103
0.3003003003003003,0.6243064588089039,0.9850971482430549,0.06389892897647086
0.4004004004004004,0.6319915453260112,0.9801790499061167,0.06196061103494692
0.5005005005005005,0.6394640345036338,0.9752855051699261,0.06007219080055633
0.6006006006006006,0.6467224726976413,0.9704163914384006,0.05823471555211934
0.7007007007007008,0.6537661412790755,0.965571586762717,0.056449017248634145
0.8008008008008008,0.6605948213508486,0.9607509697929939,0.05471578123988881
0.9009009009009009,0.6672087808966027,0.9559544197753148,0.05303554759354147
1.001001001001001,0.6736087747807107,0.9511818165517277,0.05140870848480743
1.1011011011011012,0.679796044748275,0.9464330405602459,0.049835505558516
1.2012012012012012,0.6857723194251288,0.9417079728348471,0.04831602726330768
1.3013013013013013,0.6915398143178352,0.9370064950054736,0.0468502061577418
1.4014014014014016,0.6971012311836389,0.93232848929797,0.045437816386603144
1.5015015015015016,0.7024594885127023,0.9276738385160226,0.04407855615301401
1.6016016016016017,0.7076177676700058,0.9230424260698971,0.0427720317950505
1.7017017017017018,0.7125796001524777,0.9184341359618232,0.04151772845241826
1.8018018018018018,0.7173486977350663,0.9138488527620041,0.04031506228683074
1.9019019019019021,0.721928952470741,0.9092864616086163,0.03916337935861522
2.002002002002002,0.7263244366904915,0.9047468482078093,0.03806195449185862
2.1021021021021022,0.7305394030033282,0.9002298988337062,0.037009990127997314
2.2022022022022023,0.734578284296282,0.8957355003284031,0.03600661516775647
2.3023023023023024,0.7384456937344045,0.8912635401019694,0.03505088380134344
2.4024024024024024,0.7421463926942038,0.8868139061298312,0.034141784790808205
2.5025025025025025,0.7456849867213114,0.8823864869423936,0.03327834002287354
2.6026026026026026,0.7490661445232741,0.8779811716485084,0.03245953327108121
2.702702702702703,0.7522945628789053,0.8735978499050405,0.03168432124188318
2.802802802802803,0.7553749298734034,0.8692364119114679,0.03095164541174307
2.902902902902903,0.7583119248983521,0.8648967484098813,0.030260431908181618
3.0030030030030033,0.7611102186517198,0.8605787506849844,0.02960959139013658
3.1031031031031033,0.7637744731378602,0.8562823105640935,0.028998018927632083
3.2032032032032034,0.766309341667512,0.8520073204171384,0.02842459388075244
3.3033033033033035,0.7687194422942056,0.8477536731522037,0.027888188724004517
3.4034034034034035,0.7710091949223806,0.843521262210785,0.02738772413068334
3.5035035035035036,0.7731829311318925,0.8393099815863917,0.026922132727603437
3.6036036036036037,0.7752449070735552,0.8351197257943732,0.026490355067373697
3.7037037037037037,0.7771992972212296,0.8309503898692945,0.026091342048726957
3.8038038038038042,0.7790501943718237,0.8268018693649354,0.025724055243893346
3.9039039039039043,0.7808016096452923,0.8226740603542911,0.025387467229965432
4.004004004004004,0.7824574724846379,0.8185668594295722,0.02508056192428869
4.104104104104104,0.7840216306559094,0.8144801637022042,0.024802334923911457
4.2042042042042045,0.7854978259056477,0.8104138707945095,0.024551802310096807
4.3043043043043046,0.7868895974660485,0.8063678788454882,0.024328034799284123
4.404404404404405,0.788200363140226,0.8023420865187394,0.024130130455091464
4.504504504504505,0.7894334483773467,0.798336392974905,0.023957205084478544
4.604604604604605,0.7905920859937765,0.7943506978711136,0.023808392770161002
4.704704704704705,0.7916794161730806,0.7903849013609795,0.023682846311453648
4.804804804804805,0.7926984864660231,0.7864389040946029,0.02357973767019922
4.904904904904905,0.7936522517905681,0.7825126072185707,0.023498258421824
5.005005005005005,0.7945435744318781,0.7786059123759553,0.023437620211564564
5.105105105105105,0.7953752157308722,0.7747187216977593,0.02339705819771426
5.205205205205205,0.7961497668815419,0.7708509378074297,0.02337585647984225
5.305305305305305,0.7968696948529665,0.7670024638343695,0.02337333247224399
5.405405405405406,0.7975373891654557,0.7631732033827303,0.023388820631972174
5.505505505505506,0.7981551623286197,0.7593630605305188,0.023421672690975434
5.605605605605606,0.7987252498413697,0.7555719398295967,0.02347125804919166
5.705705705705706,0.7992498101919175,0.7517997463056811,0.023536964172109362
5.805805805805806,0.7997309248577759,0.7480463854583446,0.02361819699283417
5.9059059059059065,0.8001705983057579,0.7443117632610146,0.02371438131869795
6.0060060060060065,0.800570758373631,0.7405957861594155,0.023824961101275938
6.106106106106107,0.800933233800644,0.7368983610543401,0.023949408197898606
6.206206206206207,0.8012597175441291,0.7332193953400558,0.024087236608405643
6.306306306306307,0.8015518362777819,0.7295587968736987,0.02423797728910937
6.406406406406407,0.8018111620417426,0.7259164739633991,0.024401174143344626
6.506506506506507,0.8020392122425961,0.7222923353682803,0.024576384312015434
6.606606606606607,0.8022374496533722,0.7186862902984593,0.024763178467430966
6.706706706706707,0.8024072824135453,0.7150982484150469,0.024961141110457705
6.806806806806807,0.8025500640290347,0.7115281198301469,0.02516987087101527
6.906906906906907,0.8026670933722044,0.7079758151068569,0.025388980811943476
7.007007007007007,0.802759614939332,0.7044412452584972,0.025618098637618172
7.107107107107107,0.8028288095528057,0.7009243217265956,0.025856870581688993
7.207207207207207,0.8028757545587148,0.697424956424928,0.02610497714572073
7.307307307307307,0.8029014778019435,0.69394306171394,0.026362112838422075
7.407407407407407,0.8029069725222697,0.6904785503817534,0.026627980674662974
7.507507507507508,0.8028931973543648,0.6870313356441661,0.026902292366113495
7.6076076076076085,0.802861076327794,0.6836013311446523,0.027184768514037172
7.7077077077077085,0.8028114988670163,0.6801884509543625,0.0274751388042577
7.807807807807809,0.8027453197913842,0.6767926095721234,0.02777314220431612
